id,enrollment_code,class_id,days,time,location
SPRING 2022 02154,02154,SPRING 2022 02139,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",HSSB 2251
SPRING 2022 02162,02162,SPRING 2022 02139,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1227
SPRING 2022 02170,02170,SPRING 2022 02139,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2115
SPRING 2022 02188,02188,SPRING 2022 02139,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2119
SPRING 2022 02196,02196,SPRING 2022 02139,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",KERR 2166A
SPRING 2022 02204,02204,SPRING 2022 02139,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1223
SPRING 2022 02212,02212,SPRING 2022 02139,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1210
SPRING 2022 53330,53330,SPRING 2022 53330,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1228
SPRING 2022 53348,53348,SPRING 2022 53330,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 1211
SPRING 2022 53355,53355,SPRING 2022 53330,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",SH 1609
SPRING 2022 53363,53363,SPRING 2022 53330,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1215
SPRING 2022 53371,53371,SPRING 2022 53330,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 1116
SPRING 2022 53389,53389,SPRING 2022 53330,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2115
SPRING 2022 53397,53397,SPRING 2022 53330,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 2251
SPRING 2022 53405,53405,SPRING 2022 53330,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1214
SPRING 2022 53413,53413,SPRING 2022 53330,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1207
SPRING 2022 02238,02238,SPRING 2022 02238,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ON LINE
SPRING 2022 02246,02246,SPRING 2022 02238,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",ON LINE
SPRING 2022 02253,02253,SPRING 2022 02238,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",ON LINE
SPRING 2022 02261,02261,SPRING 2022 02238,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1211
SPRING 2022 02279,02279,SPRING 2022 02238,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 3201
SPRING 2022 02287,02287,SPRING 2022 02238,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2112
SPRING 2022 02295,02295,SPRING 2022 02238,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 1237
SPRING 2022 02303,02303,SPRING 2022 02238,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1211
SPRING 2022 02311,02311,SPRING 2022 02238,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1206
SPRING 2022 02410,02410,SPRING 2022 02410,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 3201
SPRING 2022 59766,59766,SPRING 2022 02410,1000000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 3201
SPRING 2022 59774,59774,SPRING 2022 02410,1000000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",HSSB 3201
SPRING 2022 59782,59782,SPRING 2022 02410,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 1108
SPRING 2022 59790,59790,SPRING 2022 02410,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 2201
SPRING 2022 59808,59808,SPRING 2022 02410,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 3201
SPRING 2022 59816,59816,SPRING 2022 02410,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 1108
SPRING 2022 59824,59824,SPRING 2022 02410,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 1108
SPRING 2022 59832,59832,SPRING 2022 02410,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",LSB 1101
SPRING 2022 02543,02543,SPRING 2022 02543,1000000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",ELLSN2626
SPRING 2022 02550,02550,SPRING 2022 02543,1000000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ELLSN2626
SPRING 2022 02568,02568,SPRING 2022 02543,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",ELLSN2626
SPRING 2022 02576,02576,SPRING 2022 02543,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",ELLSN2626
SPRING 2022 02584,02584,SPRING 2022 02543,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ELLSN2626
SPRING 2022 02592,02592,SPRING 2022 02543,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",ELLSN2626
SPRING 2022 02659,02659,SPRING 2022 02659,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 1112
SPRING 2022 02667,02667,SPRING 2022 02659,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 1112
SPRING 2022 02873,02873,SPRING 2022 02873,0100000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SH 3707
SPRING 2022 02881,02881,SPRING 2022 02873,0100000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",SH 3707
SPRING 2022 02899,02899,SPRING 2022 02873,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SH 3707
SPRING 2022 50880,50880,SPRING 2022 02873,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",SH 3707
SPRING 2022 50898,50898,SPRING 2022 02873,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",SH 3707
SPRING 2022 50906,50906,SPRING 2022 02873,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",SH 3707
SPRING 2022 62406,62406,SPRING 2022 62406,1000000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1236
SPRING 2022 62414,62414,SPRING 2022 62406,1000000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1206
SPRING 2022 62422,62422,SPRING 2022 62406,1000000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1232
SPRING 2022 62430,62430,SPRING 2022 62406,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 3202
SPRING 2022 62448,62448,SPRING 2022 62406,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1215
SPRING 2022 80754,80754,SPRING 2022 62406,1000000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 4080
SPRING 2022 04150,04150,SPRING 2022 04150,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",ENGR21519
SPRING 2022 04192,04192,SPRING 2022 04192,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ESB 1003
SPRING 2022 04200,04200,SPRING 2022 04192,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ESB 1003
SPRING 2022 04325,04325,SPRING 2022 04325,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 09:15:00"")",ESB 1003
SPRING 2022 05793,05793,SPRING 2022 05793,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1652
SPRING 2022 05801,05801,SPRING 2022 05793,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1662
SPRING 2022 05819,05819,SPRING 2022 05793,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1652
SPRING 2022 05827,05827,SPRING 2022 05793,0100000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1652
SPRING 2022 05835,05835,SPRING 2022 05793,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1652
SPRING 2022 05843,05843,SPRING 2022 05793,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1662
SPRING 2022 05850,05850,SPRING 2022 05793,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1652
SPRING 2022 05868,05868,SPRING 2022 05793,0001000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1652
SPRING 2022 05876,05876,SPRING 2022 05793,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1652
SPRING 2022 05900,05900,SPRING 2022 05793,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1652
SPRING 2022 06247,06247,SPRING 2022 06247,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2110
SPRING 2022 06254,06254,SPRING 2022 06247,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2110
SPRING 2022 06296,06296,SPRING 2022 06296,1000000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 4201
SPRING 2022 06304,06304,SPRING 2022 06296,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",KERR 2166A
SPRING 2022 06312,06312,SPRING 2022 06296,1000000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 4202
SPRING 2022 06320,06320,SPRING 2022 06296,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",387 1011
SPRING 2022 06353,06353,SPRING 2022 06353,1000000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 3201
SPRING 2022 06361,06361,SPRING 2022 06353,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2129
SPRING 2022 06379,06379,SPRING 2022 06353,1000000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 3201
SPRING 2022 06387,06387,SPRING 2022 06353,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",387 1011
SPRING 2022 06429,06429,SPRING 2022 06429,1010000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1641
SPRING 2022 06437,06437,SPRING 2022 06429,1010000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1649
SPRING 2022 06445,06445,SPRING 2022 06429,1010000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1641
SPRING 2022 06452,06452,SPRING 2022 06429,1010000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1649
SPRING 2022 06460,06460,SPRING 2022 06429,0101000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1641
SPRING 2022 06478,06478,SPRING 2022 06429,0101000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1649
SPRING 2022 06486,06486,SPRING 2022 06429,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1641
SPRING 2022 06494,06494,SPRING 2022 06429,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1649
SPRING 2022 06502,06502,SPRING 2022 06429,0101000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1641
SPRING 2022 54437,54437,SPRING 2022 06429,0101000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1649
SPRING 2022 06585,06585,SPRING 2022 06585,1010000,"(""1900-01-01 17:00:00"",""1900-01-01 20:50:00"")",PSB-N2619
SPRING 2022 04507,04507,SPRING 2022 04507,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 2201
SPRING 2022 04515,04515,SPRING 2022 04507,0100000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 2124
SPRING 2022 04523,04523,SPRING 2022 04507,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 4202
SPRING 2022 04531,04531,SPRING 2022 04507,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 4202
SPRING 2022 04549,04549,SPRING 2022 04507,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1233
SPRING 2022 04556,04556,SPRING 2022 04507,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1236
SPRING 2022 04564,04564,SPRING 2022 04507,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1237
SPRING 2022 04572,04572,SPRING 2022 04507,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1236
SPRING 2022 04580,04580,SPRING 2022 04507,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1237
SPRING 2022 04598,04598,SPRING 2022 04507,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",SH 1609
SPRING 2022 04606,04606,SPRING 2022 04507,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",LSB 1101
SPRING 2022 04614,04614,SPRING 2022 04507,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 3202
SPRING 2022 04622,04622,SPRING 2022 04507,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1206
SPRING 2022 04630,04630,SPRING 2022 04507,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",KERR 2166A
SPRING 2022 04648,04648,SPRING 2022 04507,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1227
SPRING 2022 04655,04655,SPRING 2022 04507,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",KERR 2166A
SPRING 2022 04663,04663,SPRING 2022 04507,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",SH 1609
SPRING 2022 04671,04671,SPRING 2022 04507,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2129
SPRING 2022 04689,04689,SPRING 2022 04507,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1228
SPRING 2022 04697,04697,SPRING 2022 04507,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1227
SPRING 2022 04705,04705,SPRING 2022 04507,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2108
SPRING 2022 04713,04713,SPRING 2022 04507,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1237
SPRING 2022 04721,04721,SPRING 2022 04507,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 1224
SPRING 2022 04739,04739,SPRING 2022 04507,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 1223
SPRING 2022 04747,04747,SPRING 2022 04507,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1228
SPRING 2022 04754,04754,SPRING 2022 04507,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SH 1609
SPRING 2022 07328,07328,SPRING 2022 07328,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2124
SPRING 2022 07336,07336,SPRING 2022 07328,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2124
SPRING 2022 07344,07344,SPRING 2022 07328,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP1444
SPRING 2022 07351,07351,SPRING 2022 07328,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1115
SPRING 2022 07369,07369,SPRING 2022 07328,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1444
SPRING 2022 07377,07377,SPRING 2022 07328,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP2514
SPRING 2022 07385,07385,SPRING 2022 07328,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP2514
SPRING 2022 07393,07393,SPRING 2022 07328,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1448
SPRING 2022 07401,07401,SPRING 2022 07328,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ON LINE
SPRING 2022 07419,07419,SPRING 2022 07328,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2108
SPRING 2022 07427,07427,SPRING 2022 07328,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",KERR 2166A
SPRING 2022 07435,07435,SPRING 2022 07328,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",ON LINE
SPRING 2022 07443,07443,SPRING 2022 07328,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1445
SPRING 2022 07450,07450,SPRING 2022 07328,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1440
SPRING 2022 07468,07468,SPRING 2022 07328,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP2514
SPRING 2022 07476,07476,SPRING 2022 07328,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1444
SPRING 2022 07484,07484,SPRING 2022 07328,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1206
SPRING 2022 07492,07492,SPRING 2022 07328,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP1448
SPRING 2022 07500,07500,SPRING 2022 07328,0100000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",NH 1111
SPRING 2022 07518,07518,SPRING 2022 07328,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP1448
SPRING 2022 07526,07526,SPRING 2022 07328,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2124
SPRING 2022 07534,07534,SPRING 2022 07328,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",387 1015
SPRING 2022 07542,07542,SPRING 2022 07328,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1445
SPRING 2022 07559,07559,SPRING 2022 07328,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1444
SPRING 2022 07567,07567,SPRING 2022 07328,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1228
SPRING 2022 07575,07575,SPRING 2022 07328,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",KERR 2166A
SPRING 2022 09712,09712,SPRING 2022 09712,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2123
SPRING 2022 09720,09720,SPRING 2022 09712,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1207
SPRING 2022 09738,09738,SPRING 2022 09712,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 1115
SPRING 2022 09746,09746,SPRING 2022 09712,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ELLSN2626
SPRING 2022 09753,09753,SPRING 2022 09712,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 1112
SPRING 2022 09761,09761,SPRING 2022 09712,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",HSSB 1231
SPRING 2022 09779,09779,SPRING 2022 09712,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1214
SPRING 2022 09787,09787,SPRING 2022 09712,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1115
SPRING 2022 09795,09795,SPRING 2022 09712,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",LSB 1101
SPRING 2022 09803,09803,SPRING 2022 09712,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1112
SPRING 2022 09829,09829,SPRING 2022 09712,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 4201
SPRING 2022 51672,51672,SPRING 2022 09712,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 4201
SPRING 2022 09878,09878,SPRING 2022 09878,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 1119
SPRING 2022 09886,09886,SPRING 2022 09878,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1223
SPRING 2022 09894,09894,SPRING 2022 09878,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 1215
SPRING 2022 09910,09910,SPRING 2022 09910,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 14:50:00"")",SSMS 1009
SPRING 2022 09928,09928,SPRING 2022 09910,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 16:50:00"")",SSMS 1009
SPRING 2022 09936,09936,SPRING 2022 09910,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 15:50:00"")",ELLSN2626
SPRING 2022 09944,09944,SPRING 2022 09910,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 16:50:00"")",GIRV 1115
SPRING 2022 09951,09951,SPRING 2022 09910,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 16:50:00"")",PHELP1160
SPRING 2022 09969,09969,SPRING 2022 09910,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 17:50:00"")",GIRV 2128
SPRING 2022 09977,09977,SPRING 2022 09910,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 09:50:00"")",GIRV 2127
SPRING 2022 09985,09985,SPRING 2022 09910,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",GIRV 2128
SPRING 2022 51698,51698,SPRING 2022 09910,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",HSSB 1173
SPRING 2022 51680,51680,SPRING 2022 09910,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 12:50:00"")",HSSB 1173
SPRING 2022 10009,10009,SPRING 2022 10009,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 17:50:00"")",PHELP3505
SPRING 2022 10017,10017,SPRING 2022 10009,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",GIRV 2127
SPRING 2022 10025,10025,SPRING 2022 10009,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 17:50:00"")",ARTS 1356
SPRING 2022 10033,10033,SPRING 2022 10009,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",GIRV 1119
SPRING 2022 10041,10041,SPRING 2022 10009,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 09:50:00"")",PHELP1508
SPRING 2022 10058,10058,SPRING 2022 10009,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",PHELP1160
SPRING 2022 10066,10066,SPRING 2022 10009,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",ARTS 1353
SPRING 2022 10074,10074,SPRING 2022 10009,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 12:50:00"")",ARTS 1349
SPRING 2022 10082,10082,SPRING 2022 10009,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",NH 1105
SPRING 2022 10090,10090,SPRING 2022 10009,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 13:50:00"")",GIRV 2123
SPRING 2022 03640,03640,SPRING 2022 03640,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",NH 1111
SPRING 2022 03657,03657,SPRING 2022 03640,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",NH 1109
SPRING 2022 03665,03665,SPRING 2022 03640,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 3201
SPRING 2022 03673,03673,SPRING 2022 03640,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 1236
SPRING 2022 03749,03749,SPRING 2022 03749,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP5309
SPRING 2022 03756,03756,SPRING 2022 03749,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP5309
SPRING 2022 03764,03764,SPRING 2022 03749,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 1233
SPRING 2022 03772,03772,SPRING 2022 03749,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1237
SPRING 2022 03780,03780,SPRING 2022 03749,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",NH 1111
SPRING 2022 63602,63602,SPRING 2022 03749,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP5309
SPRING 2022 58925,58925,SPRING 2022 58925,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 1207
SPRING 2022 58933,58933,SPRING 2022 58925,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1232
SPRING 2022 58941,58941,SPRING 2022 58925,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",ON LINE
SPRING 2022 58958,58958,SPRING 2022 58925,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",ON LINE
SPRING 2022 64048,64048,SPRING 2022 58925,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP5309
SPRING 2022 64055,64055,SPRING 2022 58925,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP5309
SPRING 2022 63230,63230,SPRING 2022 63230,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1223
SPRING 2022 63248,63248,SPRING 2022 63230,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1231
SPRING 2022 63255,63255,SPRING 2022 63230,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1237
SPRING 2022 63263,63263,SPRING 2022 63230,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 1115
SPRING 2022 59618,59618,SPRING 2022 59618,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP1530
SPRING 2022 59626,59626,SPRING 2022 59618,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP1530
SPRING 2022 59634,59634,SPRING 2022 59618,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP1530
SPRING 2022 59659,59659,SPRING 2022 59659,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SSMS 1007
