id,enrollment_code,class_id,days,time,location
WINTER 2024 05363,05363,WINTER 2024 05256,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1670
WINTER 2024 05371,05371,WINTER 2024 05256,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1652
WINTER 2024 05389,05389,WINTER 2024 05256,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1662
WINTER 2024 05397,05397,WINTER 2024 05256,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1670
WINTER 2024 05405,05405,WINTER 2024 05256,0001000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1652
WINTER 2024 56051,56051,WINTER 2024 05256,0001000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1662
WINTER 2024 56069,56069,WINTER 2024 05256,0001000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1670
WINTER 2024 56101,56101,WINTER 2024 05256,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1670
WINTER 2024 56119,56119,WINTER 2024 05256,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1652
WINTER 2024 05546,05546,WINTER 2024 05546,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",BUCHN1934
WINTER 2024 05553,05553,WINTER 2024 05546,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",BUCHN1934
WINTER 2024 05587,05587,WINTER 2024 05587,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",ELLSN2816
WINTER 2024 05595,05595,WINTER 2024 05587,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 1106
WINTER 2024 05603,05603,WINTER 2024 05587,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1237
WINTER 2024 05611,05611,WINTER 2024 05587,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 1233
WINTER 2024 05637,05637,WINTER 2024 05637,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1232
WINTER 2024 05645,05645,WINTER 2024 05637,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 2201
WINTER 2024 05652,05652,WINTER 2024 05637,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1233
WINTER 2024 05660,05660,WINTER 2024 05637,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1232
WINTER 2024 05694,05694,WINTER 2024 05694,1010000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1641
WINTER 2024 05702,05702,WINTER 2024 05694,1010000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1649
WINTER 2024 05710,05710,WINTER 2024 05694,1010000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1641
WINTER 2024 05728,05728,WINTER 2024 05694,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1641
WINTER 2024 05736,05736,WINTER 2024 05694,0101000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1641
WINTER 2024 05744,05744,WINTER 2024 05694,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N1649
WINTER 2024 05751,05751,WINTER 2024 05694,0101000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N1649
WINTER 2024 56127,56127,WINTER 2024 05694,0101000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1641
WINTER 2024 56135,56135,WINTER 2024 05694,0101000,"(""1900-01-01 08:00:00"",""1900-01-01 11:50:00"")",PSB-N1649
WINTER 2024 05785,05785,WINTER 2024 05785,1010000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N2619
WINTER 2024 05793,05793,WINTER 2024 05785,0101000,"(""1900-01-01 13:00:00"",""1900-01-01 16:50:00"")",PSB-N2619
WINTER 2024 05801,05801,WINTER 2024 05785,0101000,"(""1900-01-01 17:30:00"",""1900-01-01 21:20:00"")",PSB-N2619
WINTER 2024 56150,56150,WINTER 2024 56150,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",ILP 3103
WINTER 2024 59485,59485,WINTER 2024 56150,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 2120
WINTER 2024 59477,59477,WINTER 2024 56150,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ILP 3316
WINTER 2024 59493,59493,WINTER 2024 56150,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 2251
WINTER 2024 05868,05868,WINTER 2024 05868,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1224
WINTER 2024 05876,05876,WINTER 2024 05868,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1227
WINTER 2024 05884,05884,WINTER 2024 05868,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 1106
WINTER 2024 05892,05892,WINTER 2024 05868,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 1106
WINTER 2024 03962,03962,WINTER 2024 03962,1000000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1215
WINTER 2024 03970,03970,WINTER 2024 03962,1000000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1227
WINTER 2024 03988,03988,WINTER 2024 03962,1000000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1231
WINTER 2024 03996,03996,WINTER 2024 03962,1000000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 1108
WINTER 2024 04002,04002,WINTER 2024 03962,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1214
WINTER 2024 04010,04010,WINTER 2024 03962,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1223
WINTER 2024 04028,04028,WINTER 2024 03962,0100000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 1228
WINTER 2024 04036,04036,WINTER 2024 03962,0100000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 1108
WINTER 2024 04044,04044,WINTER 2024 03962,1000000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",HSSB 3201
WINTER 2024 04051,04051,WINTER 2024 03962,1000000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",HSSB 1210
WINTER 2024 04069,04069,WINTER 2024 03962,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 1223
WINTER 2024 04077,04077,WINTER 2024 03962,1000000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",HSSB 1206
WINTER 2024 04085,04085,WINTER 2024 03962,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1210
WINTER 2024 04093,04093,WINTER 2024 03962,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1227
WINTER 2024 04101,04101,WINTER 2024 03962,0001000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 1233
WINTER 2024 04119,04119,WINTER 2024 03962,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1233
WINTER 2024 04127,04127,WINTER 2024 03962,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1210
WINTER 2024 04135,04135,WINTER 2024 03962,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1211
WINTER 2024 04143,04143,WINTER 2024 03962,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1232
WINTER 2024 04150,04150,WINTER 2024 03962,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 4202
WINTER 2024 04168,04168,WINTER 2024 03962,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1236
WINTER 2024 04176,04176,WINTER 2024 03962,0001000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 1232
WINTER 2024 04184,04184,WINTER 2024 03962,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2116
WINTER 2024 04192,04192,WINTER 2024 03962,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 1227
WINTER 2024 04200,04200,WINTER 2024 03962,1000000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1211
WINTER 2024 04218,04218,WINTER 2024 03962,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 1207
WINTER 2024 04242,04242,WINTER 2024 04242,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1233
WINTER 2024 04259,04259,WINTER 2024 04242,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 3202
WINTER 2024 04267,04267,WINTER 2024 04242,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1233
WINTER 2024 52076,52076,WINTER 2024 52076,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1207
WINTER 2024 52084,52084,WINTER 2024 52076,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 1224
WINTER 2024 52092,52092,WINTER 2024 52076,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1215
WINTER 2024 52035,52035,WINTER 2024 52035,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1233
WINTER 2024 52043,52043,WINTER 2024 52035,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 1215
WINTER 2024 52050,52050,WINTER 2024 52035,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1237
WINTER 2024 06601,06601,WINTER 2024 06601,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",ILP 3105
WINTER 2024 06619,06619,WINTER 2024 06601,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2129
WINTER 2024 06627,06627,WINTER 2024 06601,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2123
WINTER 2024 06635,06635,WINTER 2024 06601,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",SH 1609
WINTER 2024 06643,06643,WINTER 2024 06601,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2123
WINTER 2024 06650,06650,WINTER 2024 06601,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2123
WINTER 2024 06668,06668,WINTER 2024 06601,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 2251
WINTER 2024 06676,06676,WINTER 2024 06601,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",LSB 1101
WINTER 2024 06684,06684,WINTER 2024 06601,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",ILP 3103
WINTER 2024 06692,06692,WINTER 2024 06601,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",LSB 1101
WINTER 2024 06700,06700,WINTER 2024 06601,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",BUCHN1934
WINTER 2024 06718,06718,WINTER 2024 06601,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",LSB 1101
WINTER 2024 06726,06726,WINTER 2024 06601,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ILP 3205
WINTER 2024 06734,06734,WINTER 2024 06601,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2119
WINTER 2024 06742,06742,WINTER 2024 06601,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2116
WINTER 2024 06759,06759,WINTER 2024 06601,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",ILP 3101
WINTER 2024 06767,06767,WINTER 2024 06601,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2119
WINTER 2024 06775,06775,WINTER 2024 06601,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2123
WINTER 2024 06783,06783,WINTER 2024 06601,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2120
WINTER 2024 06791,06791,WINTER 2024 06601,0100000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",ILP 4211
WINTER 2024 06809,06809,WINTER 2024 06601,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",BUCHN1934
WINTER 2024 06817,06817,WINTER 2024 06601,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ILP 3310
WINTER 2024 06825,06825,WINTER 2024 06601,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",ILP 4211
WINTER 2024 06833,06833,WINTER 2024 06601,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2116
WINTER 2024 06841,06841,WINTER 2024 06601,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",ILP 4207
WINTER 2024 06858,06858,WINTER 2024 06601,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",SH 1609
WINTER 2024 76521,76521,WINTER 2024 06601,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 4020
WINTER 2024 76539,76539,WINTER 2024 06601,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 4020
WINTER 2024 76547,76547,WINTER 2024 06601,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 4020
WINTER 2024 09183,09183,WINTER 2024 09183,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2120
WINTER 2024 09191,09191,WINTER 2024 09183,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2115
WINTER 2024 09209,09209,WINTER 2024 09183,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2112
WINTER 2024 09217,09217,WINTER 2024 09183,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2112
WINTER 2024 09225,09225,WINTER 2024 09183,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2120
WINTER 2024 09233,09233,WINTER 2024 09183,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2119
WINTER 2024 09241,09241,WINTER 2024 09183,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 2119
WINTER 2024 09258,09258,WINTER 2024 09183,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2120
WINTER 2024 09266,09266,WINTER 2024 09183,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2112
WINTER 2024 09274,09274,WINTER 2024 09183,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 2116
WINTER 2024 09282,09282,WINTER 2024 09183,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2120
WINTER 2024 09290,09290,WINTER 2024 09183,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2115
WINTER 2024 56184,56184,WINTER 2024 09183,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2112
WINTER 2024 56176,56176,WINTER 2024 09183,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2115
WINTER 2024 56192,56192,WINTER 2024 09183,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 2112
WINTER 2024 09316,09316,WINTER 2024 09316,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 15:50:00"")",SSMS 1304
WINTER 2024 09324,09324,WINTER 2024 09316,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 09:50:00"")",SSMS 1304
WINTER 2024 09332,09332,WINTER 2024 09316,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",SSMS 1304
WINTER 2024 09357,09357,WINTER 2024 09357,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 09:50:00"")",ILP 3207
WINTER 2024 09365,09365,WINTER 2024 09357,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",ILP 3211
WINTER 2024 09373,09373,WINTER 2024 09357,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",ILP 3312
WINTER 2024 09381,09381,WINTER 2024 09357,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 12:50:00"")",ILP 3310
WINTER 2024 09399,09399,WINTER 2024 09357,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",ILP 3209
WINTER 2024 09407,09407,WINTER 2024 09357,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 13:50:00"")",GIRV 2127
WINTER 2024 09464,09464,WINTER 2024 09464,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 17:50:00"")",ARTS 1353
WINTER 2024 09472,09472,WINTER 2024 09464,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 09:50:00"")",GIRV 2127
WINTER 2024 09480,09480,WINTER 2024 09464,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",ILP 4105
WINTER 2024 09498,09498,WINTER 2024 09464,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",ILP 3207
WINTER 2024 09506,09506,WINTER 2024 09464,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",ILP 4103
WINTER 2024 09514,09514,WINTER 2024 09464,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",GIRV 2127
WINTER 2024 03251,03251,WINTER 2024 03251,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ILP 3312
WINTER 2024 03269,03269,WINTER 2024 03251,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",ILP 3205
WINTER 2024 03285,03285,WINTER 2024 03285,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2129
WINTER 2024 03293,03293,WINTER 2024 03285,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ILP 3314
WINTER 2024 03301,03301,WINTER 2024 03285,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",ILP 3312
WINTER 2024 03319,03319,WINTER 2024 03285,0010000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",ILP 3211
WINTER 2024 61754,61754,WINTER 2024 61754,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",ILP 4205
WINTER 2024 61762,61762,WINTER 2024 61754,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",ILP 4205
WINTER 2024 61689,61689,WINTER 2024 61689,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",BUCHN1934
WINTER 2024 61697,61697,WINTER 2024 61689,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",BUCHN1934
WINTER 2024 61705,61705,WINTER 2024 61689,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",ILP 3103
WINTER 2024 61713,61713,WINTER 2024 61689,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",LSB 1101
WINTER 2024 61721,61721,WINTER 2024 61689,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 2251
WINTER 2024 61739,61739,WINTER 2024 61689,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",HSSB 2251
WINTER 2024 07013,07013,WINTER 2024 07013,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",SSMS 1301&
WINTER 2024 07021,07021,WINTER 2024 07013,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",SSMS 1301&
WINTER 2024 07039,07039,WINTER 2024 07013,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",SSMS 1301&
WINTER 2024 63297,63297,WINTER 2024 07013,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 1301&
WINTER 2024 62638,62638,WINTER 2024 62638,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",ILP 4101
WINTER 2024 62646,62646,WINTER 2024 62638,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",ILP 4101
WINTER 2024 62653,62653,WINTER 2024 62638,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",ILP 4101
WINTER 2024 62661,62661,WINTER 2024 62638,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",ILP 4105
WINTER 2024 62679,62679,WINTER 2024 62638,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ILP 4101
WINTER 2024 62216,62216,WINTER 2024 62216,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 1119
WINTER 2024 62224,62224,WINTER 2024 62216,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP1448
WINTER 2024 62232,62232,WINTER 2024 62216,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP2514
WINTER 2024 08235,08235,WINTER 2024 08235,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",""
WINTER 2024 08243,08243,WINTER 2024 08235,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",""
WINTER 2024 08250,08250,WINTER 2024 08235,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",""
WINTER 2024 08268,08268,WINTER 2024 08235,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",""
WINTER 2024 08276,08276,WINTER 2024 08235,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",""
WINTER 2024 60343,60343,WINTER 2024 08235,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",""
WINTER 2024 60350,60350,WINTER 2024 08235,0010000,"(""1900-01-01 15:30:00"",""1900-01-01 16:45:00"")",""
WINTER 2024 60368,60368,WINTER 2024 08235,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",""
WINTER 2024 57612,57612,WINTER 2024 57612,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP1530
WINTER 2024 57620,57620,WINTER 2024 57612,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP1530
WINTER 2024 57638,57638,WINTER 2024 57612,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP1530
WINTER 2024 57646,57646,WINTER 2024 57612,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP1530
WINTER 2024 57653,57653,WINTER 2024 57612,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP1530
WINTER 2024 57661,57661,WINTER 2024 57612,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP1530
WINTER 2024 60376,60376,WINTER 2024 57612,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP1530
WINTER 2024 60384,60384,WINTER 2024 57612,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1530
WINTER 2024 60392,60392,WINTER 2024 57612,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP1530
WINTER 2024 60400,60400,WINTER 2024 57612,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP1530
WINTER 2024 07070,07070,WINTER 2024 07070,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP3525
WINTER 2024 07088,07088,WINTER 2024 07070,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP3525
WINTER 2024 07096,07096,WINTER 2024 07070,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP3525
WINTER 2024 07104,07104,WINTER 2024 07070,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP3525
WINTER 2024 07112,07112,WINTER 2024 07070,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP3525
WINTER 2024 57687,57687,WINTER 2024 57687,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP3525
WINTER 2024 57695,57695,WINTER 2024 57687,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP3525
WINTER 2024 57703,57703,WINTER 2024 57687,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP3525
WINTER 2024 57711,57711,WINTER 2024 57687,0001000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP3525
WINTER 2024 57729,57729,WINTER 2024 57687,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP3525
WINTER 2024 07138,07138,WINTER 2024 07138,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP3525
WINTER 2024 07146,07146,WINTER 2024 07138,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP3525
WINTER 2024 07153,07153,WINTER 2024 07138,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP3525
WINTER 2024 07161,07161,WINTER 2024 07138,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP3525
WINTER 2024 07179,07179,WINTER 2024 07138,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP3525
WINTER 2024 07195,07195,WINTER 2024 07195,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",ILP 3209
WINTER 2024 07203,07203,WINTER 2024 07195,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",ILP 3205
WINTER 2024 07229,07229,WINTER 2024 07195,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 1116
WINTER 2024 57737,57737,WINTER 2024 07195,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",GIRV 1116
WINTER 2024 07245,07245,WINTER 2024 07245,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP3525
WINTER 2024 07252,07252,WINTER 2024 07245,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP3525
WINTER 2024 07260,07260,WINTER 2024 07245,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP3525
WINTER 2024 07278,07278,WINTER 2024 07245,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP3525
WINTER 2024 57745,57745,WINTER 2024 07245,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP3525
